po_number,po_date,supplier_id,supplier_name,material_id,material_name,category,quantity,unit_price_ngn,total_amount_ngn,total_amount_usd,currency,expected_delivery_date,actual_delivery_date,delivery_status,payment_status,buyer,plant_location,rainy_season,rainfall_index,holiday_period,fuel_price_ngn,usd_ngn_rate,port_congestion_index,disruption_event,disruption_severity,supplier_name_supplier,financial_health_score,capacity_utilization_pct,employee_turnover_pct,quality_defect_rate,inventory_days,payment_default_risk,delivery_delay_days,is_late_delivery,composite_risk_score,risk_category
PO102254,2025-05-09,SUP1018,Packaging Supplier 11 (IND),MAT2024,Packaging Item 4,Packaging,324,199114.13,64512977.55,48081.77,USD,2025-07-26,2025-08-22,Delivered,Paid,Chidi Eze,Lagos,1,0.88,0,263.55,1405.45,55.0,None,0,Packaging Supplier 11 (IND),83,63.2,9.8,6.3,55,11.6,27.0,1,34.3,Medium Risk
PO102255,2025-08-18,SUP1019,Equipment Supplier 1 (NIG),MAT2050,Equipment Item 12,Equipment,610,296092.32,180616316.99,,NGN,2025-09-26,2025-10-16,Delivered,Paid,Sarah Ahmed,Lagos,1,0.88,0,273.88,1404.78,49.0,None,0,Equipment Supplier 1 (NIG),77,73.4,7.5,4.98,24,11.9,20.0,1,31.5,Medium Risk
PO102256,2024-06-07,SUP1001,Raw Materials Supplier 2 (UK),MAT2000,Raw Materials Item 1,Raw Materials,196,194424.47,38107195.5,26242.06,USD,2024-08-19,2024-08-26,Delivered,Pending,John Obi,Kano,1,0.61,0,237.1,988.4,68.0,None,0,Raw Materials Supplier 2 (UK),70,83.6,8.2,4.93,67,5.4,7.0,1,37.8,Medium Risk
PO102257,2024-09-02,SUP1018,Packaging Supplier 11 (IND),MAT2026,Packaging Item 6,Packaging,893,417393.07,372732013.94,272746.75,USD,2024-11-22,2024-11-22,Delivered,Overdue,John Obi,Lagos,1,0.68,0,273.47,976.15,50.0,None,0,Packaging Supplier 11 (IND),63,84.0,5.1,2.29,34,8.8,0.0,0,30.8,Medium Risk
PO102258,2025-07-17,SUP1009,Packaging Supplier 2 (CHI),MAT2022,Packaging Item 2,Packaging,112,1790.1,200491.41,152.64,USD,2025-09-11,2025-09-09,Delivered,Paid,John Obi,Lagos,1,0.87,0,290.69,1328.99,55.0,None,0,Packaging Supplier 2 (CHI),25,62.5,10.0,3.04,71,6.0,-2.0,0,52.8,Medium Risk
PO102259,2026-02-09,SUP1010,Packaging Supplier 3 (NIG),MAT2022,Packaging Item 2,Packaging,117,1715.15,200672.13,,NGN,2026-04-06,,Pending,Pending,John Obi,Lagos,0,0.12,0,366.49,1748.86,26.0,Political Unrest,9,Packaging Supplier 3 (NIG),37,78.3,9.9,2.34,24,23.7,,0,56.0,Medium Risk
PO102260,2024-12-03,SUP1005,Raw Materials Supplier 6 (NIG),MAT2016,Raw Materials Item 17,Raw Materials,970,198068.66,192126595.88,,NGN,2024-12-19,2024-12-19,Delivered,Paid,John Obi,Lagos,0,0.26,1,277.5,1224.57,38.0,None,0,Raw Materials Supplier 6 (NIG),78,92.8,7.4,3.27,22,26.5,0.0,0,26.8,Low Risk
PO102261,2026-01-31,SUP1037,Services Supplier 10 (NIG),MAT2061,Services Item 8,Services,775,433155.14,335695236.79,,NGN,2026-02-26,,Pending,Pending,Sarah Ahmed,Lagos,0,0.12,1,300.84,1753.99,63.0,None,0,Services Supplier 10 (NIG),60,80.0,13.1,2.17,74,23.4,,0,41.8,Medium Risk
PO102262,2024-06-11,SUP1039,Services Supplier 12 (IND),MAT2055,Services Item 2,Services,915,68836.98,62985837.03,44720.04,USD,2024-07-07,2024-07-05,Delivered,Pending,John Obi,Kano,1,0.51,0,212.22,930.89,58.0,None,0,Services Supplier 12 (IND),55,73.8,2.7,7.49,69,7.6,-2.0,0,40.6,Medium Risk
PO102263,2025-12-19,SUP1027,Equipment Supplier 9 (IND),MAT2044,Equipment Item 6,Equipment,875,379870.58,332386753.23,283285.58,USD,2026-03-19,,Pending,Pending,John Obi,Kano,0,0.13,1,322.21,1612.04,62.0,None,0,Equipment Supplier 9 (IND),61,88.3,4.3,2.37,70,14.2,,0,32.8,Medium Risk
PO102264,2024-06-27,SUP1005,Raw Materials Supplier 6 (NIG),MAT2005,Raw Materials Item 6,Raw Materials,220,42136.87,9270111.87,,NGN,2024-07-08,2024-07-24,Delivered,Paid,John Obi,Ibadan,1,0.64,0,201.52,1076.93,43.0,None,0,Raw Materials Supplier 6 (NIG),61,78.3,8.5,4.64,51,16.5,16.0,1,37.5,Medium Risk
PO102265,2024-08-13,SUP1038,Services Supplier 11 (CHI),MAT2070,Services Item 17,Services,545,188786.71,102888755.69,87390.93,USD,2024-08-28,2024-08-26,Delivered,Overdue,John Obi,Ibadan,1,0.84,0,256.62,990.74,64.0,None,0,Services Supplier 11 (CHI),71,67.5,13.6,1.88,21,6.8,-2.0,0,37.6,Medium Risk
PO102266,2024-06-12,SUP1036,Services Supplier 9 (NIG),MAT2070,Services Item 17,Services,38,176145.62,6693533.48,,NGN,2024-06-27,2024-07-22,Delivered,Paid,John Obi,Lagos,1,0.63,0,229.2,915.58,47.0,None,0,Services Supplier 9 (NIG),80,91.7,12.4,6.42,34,25.6,25.0,1,37.1,Medium Risk
PO102267,2026-01-18,SUP1030,Services Supplier 3 (CHI),MAT2057,Services Item 4,Services,267,224312.51,59891439.64,42179.59,USD,2026-01-30,,Pending,Pending,Sarah Ahmed,Lagos,0,0.14,1,356.1,1635.12,52.0,None,0,Services Supplier 3 (CHI),41,66.0,14.3,5.75,28,13.7,,0,54.3,Medium Risk
PO102268,2024-04-06,SUP1029,Services Supplier 2 (NIG),MAT2061,Services Item 8,Services,909,495545.47,450450834.97,,NGN,2024-05-02,2024-04-27,Delivered,Pending,Chidi Eze,Lagos,1,0.46,0,228.11,863.75,48.0,None,0,Services Supplier 2 (NIG),72,61.9,13.9,7.91,43,22.2,-5.0,0,44.2,Medium Risk
PO102269,2026-01-14,SUP1019,Equipment Supplier 1 (NIG),MAT2049,Equipment Item 11,Equipment,813,355630.33,289127456.82,,NGN,2026-02-16,,Pending,Pending,John Obi,Lagos,0,0.26,1,308.1,1520.61,60.0,None,0,Equipment Supplier 1 (NIG),65,90.7,3.7,2.88,82,18.7,,0,31.0,Medium Risk
PO102270,2024-08-16,SUP1019,Equipment Supplier 1 (NIG),MAT2051,Equipment Item 13,Equipment,695,55795.57,38777918.97,,NGN,2024-10-16,2024-10-16,Delivered,Paid,Sarah Ahmed,Lagos,1,0.32,0,229.15,974.33,67.0,None,0,Equipment Supplier 1 (NIG),76,74.4,14.2,3.89,32,15.2,0.0,0,39.7,Medium Risk
PO102271,2024-08-09,SUP1004,Raw Materials Supplier 5 (NIG),MAT2000,Raw Materials Item 1,Raw Materials,410,237761.83,97482349.72,,NGN,2024-10-21,2024-11-09,Delivered,Overdue,Chidi Eze,Ibadan,1,0.71,0,234.32,1000.62,70.0,None,0,Raw Materials Supplier 5 (NIG),78,78.6,5.5,1.91,23,13.6,19.0,1,27.7,Low Risk
PO102272,2025-06-05,SUP1026,Equipment Supplier 8 (NIG),MAT2044,Equipment Item 6,Equipment,417,341702.02,142489743.42,,NGN,2025-09-03,2025-09-03,Delivered,Pending,John Obi,Ibadan,1,0.61,0,277.85,1290.69,52.0,None,0,Equipment Supplier 8 (NIG),73,74.0,14.0,4.88,19,14.1,0.0,0,39.9,Medium Risk
PO102273,2025-11-20,SUP1004,Raw Materials Supplier 5 (NIG),MAT2007,Raw Materials Item 8,Raw Materials,261,361836.93,94439438.6,,NGN,2025-12-24,2026-01-11,Delivered,Paid,John Obi,Ibadan,0,0.16,0,331.09,1496.78,34.0,None,0,Raw Materials Supplier 5 (NIG),65,92.6,15.0,5.19,22,17.1,18.0,1,41.9,Medium Risk
PO102274,2024-04-21,SUP1001,Raw Materials Supplier 2 (UK),MAT2011,Raw Materials Item 12,Raw Materials,868,179712.9,155990800.88,150200.07,USD,2024-06-19,2024-06-19,Delivered,Overdue,John Obi,Lagos,1,0.78,0,242.8,966.79,48.0,None,0,Raw Materials Supplier 2 (UK),57,78.0,5.7,1.63,35,12.2,0.0,0,32.5,Medium Risk
PO102275,2024-09-14,SUP1021,Equipment Supplier 3 (NIG),MAT2040,Equipment Item 2,Equipment,57,46058.92,2625358.18,,NGN,2024-10-18,2024-11-15,Delivered,Paid,Sarah Ahmed,Lagos,1,0.6,0,238.07,1141.77,43.0,None,0,Equipment Supplier 3 (NIG),26,90.1,4.7,5.36,45,18.7,28.0,1,48.8,Medium Risk
PO102276,2026-02-13,SUP1005,Raw Materials Supplier 6 (NIG),MAT2010,Raw Materials Item 11,Raw Materials,644,101850.91,65591985.61,,NGN,2026-03-04,,Pending,Pending,John Obi,Ibadan,0,0.12,0,343.59,1686.65,41.0,None,0,Raw Materials Supplier 6 (NIG),64,63.2,7.2,7.38,24,24.5,,0,38.8,Medium Risk
PO102277,2025-09-01,SUP1025,Equipment Supplier 7 (GER),MAT2040,Equipment Item 2,Equipment,525,32508.33,17066872.15,20842.03,USD,2025-10-05,2025-10-06,Delivered,Paid,John Obi,Ibadan,1,0.51,0,333.16,1424.18,53.0,None,0,Equipment Supplier 7 (GER),64,80.5,8.7,5.39,60,11.2,1.0,1,39.1,Medium Risk
PO102278,2024-10-16,SUP1004,Raw Materials Supplier 5 (NIG),MAT2002,Raw Materials Item 3,Raw Materials,160,150805.91,24128945.08,,NGN,2025-01-06,2025-01-25,Delivered,Pending,Chidi Eze,Kano,1,0.89,0,235.43,1218.68,49.0,None,0,Raw Materials Supplier 5 (NIG),55,65.3,14.6,0.67,28,15.6,19.0,1,41.0,Medium Risk
PO102279,2025-03-28,SUP1026,Equipment Supplier 8 (NIG),MAT2041,Equipment Item 3,Equipment,423,75672.51,32009470.73,,NGN,2025-05-18,2025-05-18,Delivered,Pending,John Obi,Ibadan,0,0.29,0,258.65,1271.69,40.0,None,0,Equipment Supplier 8 (NIG),61,85.5,12.2,6.43,23,13.3,0.0,0,43.4,Medium Risk
PO102280,2025-09-10,SUP1004,Raw Materials Supplier 5 (NIG),MAT2015,Raw Materials Item 16,Raw Materials,105,60031.48,6303305.71,,NGN,2025-10-10,2025-10-10,Delivered,Pending,Sarah Ahmed,Ibadan,1,0.89,0,290.22,1622.56,70.0,None,0,Raw Materials Supplier 5 (NIG),67,87.6,2.1,0.81,75,23.8,0.0,0,27.0,Low Risk
PO102281,2024-11-16,SUP1017,Packaging Supplier 10 (IND),MAT2033,Packaging Item 13,Packaging,512,304798.3,156056731.26,107870.25,USD,2024-11-28,2024-11-30,Delivered,Paid,Chidi Eze,Ibadan,0,0.24,0,276.76,1211.06,32.0,None,0,Packaging Supplier 10 (IND),60,77.2,3.7,5.87,77,20.3,2.0,1,33.3,Medium Risk
PO102282,2025-01-18,SUP1006,Raw Materials Supplier 7 (NIG),MAT2011,Raw Materials Item 12,Raw Materials,150,189611.3,28441695.63,,NGN,2025-03-18,2025-03-18,Delivered,Overdue,Sarah Ahmed,Lagos,0,0.1,1,250.09,1135.69,47.0,None,0,Raw Materials Supplier 7 (NIG),65,72.1,10.5,6.27,36,29.8,0.0,0,41.0,Medium Risk
PO102283,2024-07-11,SUP1017,Packaging Supplier 10 (IND),MAT2031,Packaging Item 11,Packaging,616,337379.02,207825477.41,166229.82,USD,2024-08-17,2024-09-02,Delivered,Paid,Sarah Ahmed,Kano,1,0.87,0,253.53,1015.92,54.0,None,0,Packaging Supplier 10 (IND),71,86.9,12.3,2.01,78,14.8,16.0,1,35.0,Medium Risk
PO102284,2024-04-11,SUP1039,Services Supplier 12 (IND),MAT2054,Services Item 1,Services,174,259730.5,45193106.48,40836.58,USD,2024-06-11,2024-06-11,Delivered,Overdue,Chidi Eze,Ibadan,1,0.86,0,193.62,966.12,48.0,None,0,Services Supplier 12 (IND),35,65.4,6.9,6.63,55,11.7,0.0,0,50.0,Medium Risk
PO102285,2024-12-07,SUP1039,Services Supplier 12 (IND),MAT2058,Services Item 5,Services,801,189041.5,151422242.44,165837.29,USD,2024-12-19,2025-01-11,Delivered,Overdue,John Obi,Lagos,0,0.39,1,288.93,1083.03,53.0,None,0,Services Supplier 12 (IND),58,64.6,7.9,5.24,60,8.7,23.0,1,40.5,Medium Risk
PO102286,2025-07-21,SUP1039,Services Supplier 12 (IND),MAT2054,Services Item 1,Services,135,274590.61,37069731.8,25664.32,USD,2025-09-20,2025-10-15,Delivered,Paid,Sarah Ahmed,Kano,1,0.32,0,255.11,1518.76,55.0,None,0,Services Supplier 12 (IND),47,91.1,10.2,3.88,35,8.6,25.0,1,45.5,Medium Risk
PO102287,2024-04-27,SUP1012,Packaging Supplier 5 (USA),MAT2025,Packaging Item 5,Packaging,110,81297.31,8942703.55,8553.38,USD,2024-06-10,2024-06-10,Partial,Paid,Sarah Ahmed,Ibadan,1,0.56,0,235.29,887.05,58.0,None,0,Packaging Supplier 5 (USA),77,69.1,2.5,1.03,47,20.5,0.0,0,21.9,Low Risk
PO102288,2024-05-09,SUP1023,Equipment Supplier 5 (IND),MAT2039,Equipment Item 1,Equipment,525,369401.99,193936045.09,142125.35,USD,2024-07-27,2024-08-15,Partial,Paid,Sarah Ahmed,Ibadan,1,0.6,0,206.46,961.31,40.0,None,0,Equipment Supplier 5 (IND),38,77.5,7.5,3.8,77,19.6,19.0,1,44.0,Medium Risk
PO102289,2025-04-03,SUP1038,Services Supplier 11 (CHI),MAT2068,Services Item 15,Services,161,184663.37,29730801.81,31336.84,USD,2025-05-09,2025-05-23,Delivered,Overdue,Sarah Ahmed,Ibadan,1,0.78,0,248.63,1368.67,55.0,None,0,Services Supplier 11 (CHI),78,94.3,7.5,4.6,36,17.0,14.0,1,31.4,Medium Risk
PO102290,2024-11-07,SUP1008,Packaging Supplier 1 (CHI),MAT2033,Packaging Item 13,Packaging,20,297817.86,5956357.16,3934.46,USD,2024-11-19,2024-11-23,Delivered,Paid,Chidi Eze,Lagos,0,0.39,0,271.85,1231.77,27.0,None,0,Packaging Supplier 1 (CHI),39,61.9,6.5,1.59,19,18.3,4.0,1,37.3,Medium Risk
PO102291,2025-02-05,SUP1015,Packaging Supplier 8 (NIG),MAT2028,Packaging Item 8,Packaging,754,312580.92,235686010.18,,NGN,2025-04-17,2025-05-12,Delivered,Paid,Sarah Ahmed,Kano,0,0.2,0,263.5,1290.78,26.0,None,0,Packaging Supplier 8 (NIG),57,60.2,10.3,2.55,37,21.1,25.0,1,35.2,Medium Risk
PO102292,2024-07-02,SUP1013,Packaging Supplier 6 (NIG),MAT2026,Packaging Item 6,Packaging,924,514210.22,475130243.79,,NGN,2024-09-21,2024-10-16,Delivered,Overdue,Chidi Eze,Kano,1,0.69,0,258.25,1057.89,42.0,None,0,Packaging Supplier 6 (NIG),49,87.0,10.6,2.57,39,12.3,25.0,1,41.2,Medium Risk
PO102293,2024-03-26,SUP1021,Equipment Supplier 3 (NIG),MAT2046,Equipment Item 8,Equipment,539,567205.64,305723840.28,,NGN,2024-04-15,2024-05-05,Delivered,Paid,John Obi,Lagos,0,0.26,0,193.64,829.52,32.0,None,0,Equipment Supplier 3 (NIG),43,75.9,10.7,5.18,48,16.8,20.0,1,46.1,Medium Risk
PO102294,2026-02-04,SUP1023,Equipment Supplier 5 (IND),MAT2046,Equipment Item 8,Equipment,808,465076.54,375781843.03,380248.38,USD,2026-02-24,2026-02-24,Delivered,Paid,Sarah Ahmed,Lagos,0,0.31,0,340.73,1524.19,31.0,None,0,Equipment Supplier 5 (IND),50,74.3,4.2,5.11,56,8.6,0.0,0,36.5,Medium Risk
PO102295,2025-10-08,SUP1037,Services Supplier 10 (NIG),MAT2069,Services Item 16,Services,770,10885.35,8381719.82,,NGN,2025-11-08,2025-12-01,Delivered,Pending,John Obi,Ibadan,1,0.79,0,315.06,1524.95,43.0,None,0,Services Supplier 10 (NIG),71,89.6,14.4,3.3,67,20.1,23.0,1,37.4,Medium Risk
PO102296,2024-09-08,SUP1020,Equipment Supplier 2 (CHI),MAT2049,Equipment Item 11,Equipment,431,369749.0,159361817.48,114698.6,USD,2024-10-11,2024-11-04,Delivered,Pending,Sarah Ahmed,Ibadan,1,0.37,0,211.8,1063.88,51.0,None,0,Equipment Supplier 2 (CHI),40,74.6,3.0,6.26,27,22.7,24.0,1,44.0,Medium Risk
PO102297,2024-08-05,SUP1039,Services Supplier 12 (IND),MAT2062,Services Item 9,Services,880,380827.56,335128252.85,245772.51,USD,2024-09-03,2024-09-03,Delivered,Pending,John Obi,Lagos,1,0.41,0,214.65,1056.78,51.0,None,0,Services Supplier 12 (IND),48,68.1,11.2,1.45,30,17.6,0.0,0,41.8,Medium Risk
PO102298,2025-06-27,SUP1015,Packaging Supplier 8 (NIG),MAT2026,Packaging Item 6,Packaging,890,489687.01,435821440.3,,NGN,2025-09-16,2025-10-10,Delivered,Paid,John Obi,Kano,1,0.58,0,301.47,1373.6,42.0,None,0,Packaging Supplier 8 (NIG),75,89.2,8.1,5.4,51,18.3,24.0,1,32.5,Medium Risk
PO102299,2024-08-23,SUP1009,Packaging Supplier 2 (CHI),MAT2027,Packaging Item 7,Packaging,976,414288.36,404345443.57,341013.66,USD,2024-09-06,2024-09-06,Delivered,Overdue,Sarah Ahmed,Kano,1,0.53,0,248.93,1030.13,60.0,None,0,Packaging Supplier 2 (CHI),46,93.3,4.8,2.77,29,12.5,0.0,0,39.6,Medium Risk
PO102300,2025-07-10,SUP1031,Services Supplier 4 (NIG),MAT2067,Services Item 14,Services,631,89995.33,56787050.69,,NGN,2025-09-13,2025-10-05,Delivered,Pending,John Obi,Kano,1,0.39,0,292.54,1293.16,60.0,None,0,Services Supplier 4 (NIG),59,71.3,12.3,6.99,21,27.0,22.0,1,48.2,Medium Risk
PO102301,2025-09-03,SUP1024,Equipment Supplier 6 (IND),MAT2039,Equipment Item 1,Equipment,126,300072.39,37809121.63,25725.39,USD,2025-11-21,2025-12-21,Delivered,Pending,John Obi,Lagos,1,0.59,0,263.49,1457.06,53.0,None,0,Equipment Supplier 6 (IND),31,92.8,7.8,2.16,17,20.2,30.0,1,46.6,Medium Risk
PO102302,2025-05-05,SUP1005,Raw Materials Supplier 6 (NIG),MAT2005,Raw Materials Item 6,Raw Materials,222,37029.8,8220616.18,,NGN,2025-05-16,2025-05-22,Partial,Paid,Chidi Eze,Ibadan,1,0.68,0,287.11,1272.19,43.0,None,0,Raw Materials Supplier 6 (NIG),68,90.9,4.2,1.85,66,20.1,6.0,1,26.2,Low Risk
PO102303,2025-09-29,SUP1005,Raw Materials Supplier 6 (NIG),MAT2001,Raw Materials Item 2,Raw Materials,107,76101.04,8142811.35,,NGN,2025-11-03,2025-11-09,Delivered,Pending,Sarah Ahmed,Lagos,1,0.55,0,335.79,1477.21,51.0,None,0,Raw Materials Supplier 6 (NIG),63,72.6,7.9,7.7,15,24.5,6.0,1,41.9,Medium Risk
PO102304,2024-04-27,SUP1031,Services Supplier 4 (NIG),MAT2057,Services Item 4,Services,569,185077.0,105308811.64,,NGN,2024-05-09,2024-05-09,Delivered,Paid,John Obi,Lagos,1,0.56,0,235.29,887.05,58.0,None,0,Services Supplier 4 (NIG),77,86.0,11.4,5.4,86,29.3,0.0,0,37.4,Medium Risk
PO102305,2025-04-09,SUP1009,Packaging Supplier 2 (CHI),MAT2029,Packaging Item 9,Packaging,466,34833.48,16232402.14,19522.53,USD,2025-06-20,2025-06-15,Delivered,Pending,Chidi Eze,Lagos,1,0.89,0,237.51,1399.25,60.0,None,0,Packaging Supplier 2 (CHI),37,71.2,7.7,1.38,34,8.1,-5.0,0,44.0,Medium Risk
PO102306,2024-09-25,SUP1008,Packaging Supplier 1 (CHI),MAT2021,Packaging Item 1,Packaging,433,534327.53,231363819.13,244355.76,USD,2024-10-23,2024-11-11,Delivered,Paid,Sarah Ahmed,Lagos,1,0.69,0,258.17,995.93,48.0,None,0,Packaging Supplier 1 (CHI),53,83.1,7.9,3.81,15,9.9,19.0,1,39.6,Medium Risk
PO102307,2025-09-23,SUP1019,Equipment Supplier 1 (NIG),MAT2046,Equipment Item 8,Equipment,811,478697.0,388223270.4,,NGN,2025-10-13,2025-11-12,Partial,Paid,Chidi Eze,Lagos,1,0.81,0,325.18,1532.82,45.0,None,0,Equipment Supplier 1 (NIG),56,61.8,14.1,4.03,60,29.9,30.0,1,44.5,Medium Risk
PO102308,2025-04-07,SUP1020,Equipment Supplier 2 (CHI),MAT2051,Equipment Item 13,Equipment,276,40747.23,11246234.73,7473.67,USD,2025-06-07,2025-07-07,Delivered,Paid,Chidi Eze,Kano,1,0.67,0,288.32,1347.43,54.0,None,0,Equipment Supplier 2 (CHI),59,90.3,3.2,6.89,35,12.8,30.0,1,38.0,Medium Risk
PO102309,2024-10-12,SUP1013,Packaging Supplier 6 (NIG),MAT2033,Packaging Item 13,Packaging,483,327409.95,158139004.79,,NGN,2024-10-24,2024-11-19,Delivered,Paid,John Obi,Kano,1,0.42,0,266.85,1082.15,69.0,None,0,Packaging Supplier 6 (NIG),54,88.2,11.9,0.82,21,28.5,26.0,1,41.9,Medium Risk
PO102310,2024-06-24,SUP1030,Services Supplier 3 (CHI),MAT2060,Services Item 7,Services,237,175253.5,41535078.56,49552.33,USD,2024-09-10,2024-10-02,Delivered,Overdue,Chidi Eze,Ibadan,1,0.39,0,250.45,1071.09,43.0,None,0,Services Supplier 3 (CHI),65,63.9,9.4,2.09,40,6.2,22.0,1,33.0,Medium Risk
PO102311,2025-06-02,SUP1029,Services Supplier 2 (NIG),MAT2056,Services Item 3,Services,671,410055.64,275147331.7,,NGN,2025-08-22,2025-08-22,Delivered,Pending,Sarah Ahmed,Lagos,1,0.67,0,291.09,1342.79,65.0,None,0,Services Supplier 2 (NIG),83,61.4,14.0,3.39,87,13.2,0.0,0,35.6,Medium Risk
PO102312,2025-10-19,SUP1031,Services Supplier 4 (NIG),MAT2059,Services Item 6,Services,281,115910.29,32570790.23,,NGN,2025-11-26,2025-12-14,Partial,Paid,Chidi Eze,Kano,1,0.42,0,334.11,1439.88,58.0,None,0,Services Supplier 4 (NIG),55,72.7,13.1,1.26,33,17.5,18.0,1,41.7,Medium Risk
PO102313,2025-05-15,SUP1021,Equipment Supplier 3 (NIG),MAT2051,Equipment Item 13,Equipment,845,39664.61,33516597.52,,NGN,2025-07-15,2025-08-02,Delivered,Paid,John Obi,Lagos,1,0.34,0,320.61,1356.67,52.0,None,0,Equipment Supplier 3 (NIG),40,74.6,8.2,4.21,59,19.0,18.0,1,46.3,Medium Risk
PO102314,2025-09-05,SUP1001,Raw Materials Supplier 2 (UK),MAT2002,Raw Materials Item 3,Raw Materials,691,192399.65,132948160.6,150627.94,USD,2025-11-26,2025-12-01,Delivered,Paid,John Obi,Lagos,1,0.59,0,323.03,1448.23,57.0,None,0,Raw Materials Supplier 2 (UK),72,74.3,4.5,5.82,15,16.6,5.0,1,33.0,Medium Risk
PO102315,2025-03-11,SUP1025,Equipment Supplier 7 (GER),MAT2052,Equipment Item 14,Equipment,913,26474.72,24171418.14,18654.28,USD,2025-04-29,2025-04-29,Delivered,Paid,Chidi Eze,Lagos,0,0.17,0,237.45,1310.01,32.0,None,0,Equipment Supplier 7 (GER),82,73.4,3.2,6.14,44,22.3,0.0,0,24.4,Low Risk
PO102316,2024-08-20,SUP1015,Packaging Supplier 8 (NIG),MAT2021,Packaging Item 1,Packaging,366,556347.29,203623108.1,,NGN,2024-09-17,2024-09-17,Delivered,Paid,John Obi,Ibadan,1,0.35,0,256.33,997.51,60.0,None,0,Packaging Supplier 8 (NIG),71,93.0,13.8,3.21,33,24.3,0.0,0,39.2,Medium Risk
PO102317,2024-05-03,SUP1007,Raw Materials Supplier 8 (USA),MAT2018,Raw Materials Item 19,Raw Materials,167,30248.4,5051483.05,3313.11,USD,2024-07-18,2024-08-04,Delivered,Paid,John Obi,Kano,1,0.3,0,208.31,914.25,57.0,None,0,Raw Materials Supplier 8 (USA),73,65.3,14.6,7.32,57,14.0,17.0,1,44.9,Medium Risk
PO102318,2024-10-13,SUP1023,Equipment Supplier 5 (IND),MAT2042,Equipment Item 4,Equipment,300,431527.85,129458354.07,94197.37,USD,2024-12-06,2024-12-15,Delivered,Pending,Chidi Eze,Lagos,1,0.39,0,219.4,1063.07,45.0,None,0,Equipment Supplier 5 (IND),31,70.7,6.9,2.7,18,20.8,9.0,1,45.3,Medium Risk
PO102319,2025-11-24,SUP1015,Packaging Supplier 8 (NIG),MAT2034,Packaging Item 14,Packaging,783,243551.52,190700842.36,,NGN,2026-02-13,2026-02-13,Delivered,Paid,Sarah Ahmed,Lagos,0,0.13,0,298.7,1658.7,30.0,None,0,Packaging Supplier 8 (NIG),83,84.3,6.6,0.9,61,18.4,0.0,0,19.2,Low Risk
PO102320,2025-10-23,SUP1029,Services Supplier 2 (NIG),MAT2062,Services Item 9,Services,145,368767.54,53471293.07,,NGN,2025-11-21,2025-12-08,Delivered,Paid,John Obi,Lagos,1,0.65,0,347.26,1430.13,43.0,None,0,Services Supplier 2 (NIG),76,61.0,10.7,1.61,73,28.9,17.0,1,29.2,Low Risk
PO102321,2024-11-26,SUP1023,Equipment Supplier 5 (IND),MAT2040,Equipment Item 2,Equipment,102,33928.78,3460735.43,2738.29,USD,2024-12-30,2025-01-15,Delivered,Overdue,Sarah Ahmed,Kano,0,0.34,0,230.8,1227.69,32.0,None,0,Equipment Supplier 5 (IND),24,87.4,7.5,7.53,54,22.8,16.0,1,54.0,Medium Risk
PO102322,2025-11-01,SUP1015,Packaging Supplier 8 (NIG),MAT2031,Packaging Item 11,Packaging,984,294729.08,290013416.86,,NGN,2025-12-08,2025-12-08,Delivered,Overdue,John Obi,Lagos,0,0.21,0,268.92,1644.94,25.0,None,0,Packaging Supplier 8 (NIG),83,84.3,6.6,0.9,61,18.4,0.0,0,18.5,Low Risk
PO102323,2025-07-01,SUP1032,Services Supplier 5 (NIG),MAT2062,Services Item 9,Services,326,469208.2,152961873.33,,NGN,2025-07-30,2025-07-30,Delivered,Paid,Sarah Ahmed,Lagos,1,0.37,0,318.08,1400.51,40.0,None,0,Services Supplier 5 (NIG),85,84.3,9.0,1.03,49,29.9,0.0,0,22.5,Low Risk
PO102324,2025-10-26,SUP1020,Equipment Supplier 2 (CHI),MAT2049,Equipment Item 11,Equipment,666,318444.65,212084134.63,220342.67,USD,2025-11-28,2025-11-29,Delivered,Paid,Sarah Ahmed,Ibadan,1,0.67,0,322.88,1522.44,52.0,None,0,Equipment Supplier 2 (CHI),55,84.0,4.0,4.21,82,6.7,1.0,1,36.1,Medium Risk
PO102325,2024-05-12,SUP1009,Packaging Supplier 2 (CHI),MAT2036,Packaging Item 16,Packaging,112,124829.49,13980902.6,14183.8,USD,2024-07-08,2024-07-30,Delivered,Pending,Sarah Ahmed,Ibadan,1,0.78,0,233.92,1024.1,58.0,None,0,Packaging Supplier 2 (CHI),20,71.9,6.9,4.51,36,16.4,22.0,1,54.4,Medium Risk
PO102326,2024-07-28,SUP1031,Services Supplier 4 (NIG),MAT2070,Services Item 17,Services,267,164999.39,44054837.86,,NGN,2024-08-12,2024-08-16,Delivered,Overdue,John Obi,Ibadan,1,0.82,0,231.34,1031.03,54.0,None,0,Services Supplier 4 (NIG),59,89.9,14.4,4.83,15,16.2,4.0,1,46.1,Medium Risk
PO102327,2024-10-16,SUP1005,Raw Materials Supplier 6 (NIG),MAT2008,Raw Materials Item 9,Raw Materials,14,390192.73,5462698.19,,NGN,2025-01-04,2025-01-04,Delivered,Pending,Sarah Ahmed,Lagos,1,0.89,0,235.43,1218.68,49.0,None,0,Raw Materials Supplier 6 (NIG),66,67.7,11.3,0.6,41,23.1,0.0,0,33.2,Medium Risk
