po_number,supplier_id,supplier_name,po_date,expected_delivery_date,actual_delivery_date,actual_lead_days,expected_lead_days,lead_time_variance,lateness_flag
PO101068,SUP1036,Services Supplier 9 (NIG),2024-04-13,2024-05-12,2024-05-14,31,29,2,1
PO100327,SUP1036,Services Supplier 9 (NIG),2024-04-15,2024-05-23,2024-06-08,54,38,16,1
PO101557,SUP1036,Services Supplier 9 (NIG),2024-05-01,2024-05-30,2024-06-16,46,29,17,1
PO102213,SUP1036,Services Supplier 9 (NIG),2024-05-15,2024-06-10,2024-06-06,22,26,-4,0
PO100570,SUP1036,Services Supplier 9 (NIG),2024-06-03,2024-06-23,2024-06-24,21,20,1,1
PO102266,SUP1036,Services Supplier 9 (NIG),2024-06-12,2024-06-27,2024-07-22,40,15,25,1
PO101036,SUP1036,Services Supplier 9 (NIG),2024-07-01,2024-08-08,2024-08-25,55,38,17,1
PO100964,SUP1036,Services Supplier 9 (NIG),2024-07-09,2024-07-29,2024-07-29,20,20,0,0
PO100122,SUP1036,Services Supplier 9 (NIG),2024-07-16,2024-07-28,2024-07-24,8,12,-4,0
PO100865,SUP1036,Services Supplier 9 (NIG),2024-07-17,2024-07-29,2024-07-29,12,12,0,0
PO100925,SUP1036,Services Supplier 9 (NIG),2024-07-26,2024-10-15,2024-10-15,81,81,0,0
PO102012,SUP1036,Services Supplier 9 (NIG),2024-07-29,2024-08-10,2024-08-09,11,12,-1,0
PO100450,SUP1036,Services Supplier 9 (NIG),2024-08-21,2024-09-28,2024-09-23,33,38,-5,0
PO101427,SUP1036,Services Supplier 9 (NIG),2024-08-21,2024-09-16,2024-09-12,22,26,-4,0
PO101930,SUP1036,Services Supplier 9 (NIG),2024-08-25,2024-09-25,2024-09-25,31,31,0,0
PO101034,SUP1036,Services Supplier 9 (NIG),2024-09-04,2024-11-10,2024-11-10,67,67,0,0
PO102205,SUP1036,Services Supplier 9 (NIG),2024-10-03,2024-11-10,2024-12-03,61,38,23,1
PO100764,SUP1036,Services Supplier 9 (NIG),2024-10-11,2024-11-29,2024-11-26,46,49,-3,0
PO101487,SUP1036,Services Supplier 9 (NIG),2024-10-17,2024-11-24,2024-11-24,38,38,0,0
PO100493,SUP1036,Services Supplier 9 (NIG),2024-10-18,2025-01-07,2025-01-13,87,81,6,1
PO101164,SUP1036,Services Supplier 9 (NIG),2024-10-18,2024-11-02,2024-11-02,15,15,0,0
PO101740,SUP1036,Services Supplier 9 (NIG),2024-11-18,2024-12-19,2025-01-14,57,31,26,1
PO100439,SUP1036,Services Supplier 9 (NIG),2024-12-03,2025-01-10,2025-01-17,45,38,7,1
PO102187,SUP1036,Services Supplier 9 (NIG),2024-12-05,2025-01-23,2025-02-09,66,49,17,1
PO100316,SUP1036,Services Supplier 9 (NIG),2024-12-22,2025-02-09,2025-02-09,49,49,0,0
PO101945,SUP1036,Services Supplier 9 (NIG),2024-12-23,2025-01-28,2025-02-03,42,36,6,1
PO102473,SUP1036,Services Supplier 9 (NIG),2024-12-26,2025-02-25,2025-03-05,69,61,8,1
PO100820,SUP1036,Services Supplier 9 (NIG),2024-12-29,2025-01-10,2025-01-10,12,12,0,0
PO102094,SUP1036,Services Supplier 9 (NIG),2025-01-13,2025-04-01,2025-04-05,82,78,4,1
PO100643,SUP1036,Services Supplier 9 (NIG),2025-02-02,2025-02-14,2025-03-01,27,12,15,1
PO101351,SUP1036,Services Supplier 9 (NIG),2025-02-08,2025-03-06,2025-03-22,42,26,16,1
PO100715,SUP1036,Services Supplier 9 (NIG),2025-02-19,2025-03-29,2025-04-13,53,38,15,1
PO100542,SUP1036,Services Supplier 9 (NIG),2025-03-08,2025-05-12,2025-06-11,95,65,30,1
PO102428,SUP1036,Services Supplier 9 (NIG),2025-03-11,2025-04-06,2025-04-02,22,26,-4,0
PO100061,SUP1036,Services Supplier 9 (NIG),2025-03-14,2025-04-03,2025-04-09,26,20,6,1
PO101146,SUP1036,Services Supplier 9 (NIG),2025-03-22,2025-06-11,2025-06-11,81,81,0,0
PO100233,SUP1036,Services Supplier 9 (NIG),2025-03-31,2025-04-20,2025-04-24,24,20,4,1
PO101752,SUP1036,Services Supplier 9 (NIG),2025-04-11,2025-05-19,2025-05-25,44,38,6,1
PO100887,SUP1036,Services Supplier 9 (NIG),2025-04-25,2025-05-21,2025-05-20,25,26,-1,0
PO100237,SUP1036,Services Supplier 9 (NIG),2025-05-06,2025-06-11,2025-06-17,42,36,6,1
PO101222,SUP1036,Services Supplier 9 (NIG),2025-05-17,2025-07-05,2025-07-05,49,49,0,0
PO100782,SUP1036,Services Supplier 9 (NIG),2025-05-20,2025-06-15,2025-06-19,30,26,4,1
PO100712,SUP1036,Services Supplier 9 (NIG),2025-05-23,2025-06-23,2025-07-04,42,31,11,1
PO100631,SUP1036,Services Supplier 9 (NIG),2025-06-02,2025-06-28,2025-07-19,47,26,21,1
PO101908,SUP1036,Services Supplier 9 (NIG),2025-06-07,2025-08-13,2025-08-25,79,67,12,1
PO101283,SUP1036,Services Supplier 9 (NIG),2025-06-11,2025-07-10,2025-07-20,39,29,10,1
PO101316,SUP1036,Services Supplier 9 (NIG),2025-06-30,2025-08-30,2025-08-30,61,61,0,0
PO100824,SUP1036,Services Supplier 9 (NIG),2025-07-01,2025-09-04,2025-09-02,63,65,-2,0
PO100997,SUP1036,Services Supplier 9 (NIG),2025-07-01,2025-07-30,2025-08-09,39,29,10,1
PO100659,SUP1036,Services Supplier 9 (NIG),2025-07-14,2025-08-09,2025-08-09,26,26,0,0
PO102451,SUP1036,Services Supplier 9 (NIG),2025-07-14,2025-09-17,2025-09-12,60,65,-5,0
PO100437,SUP1036,Services Supplier 9 (NIG),2025-07-15,2025-08-10,2025-09-07,54,26,28,1
PO102246,SUP1036,Services Supplier 9 (NIG),2025-07-30,2025-10-16,2025-11-02,95,78,17,1
PO102413,SUP1036,Services Supplier 9 (NIG),2025-08-16,2025-09-16,2025-09-29,44,31,13,1
PO101808,SUP1036,Services Supplier 9 (NIG),2025-08-19,2025-09-08,2025-09-16,28,20,8,1
PO100393,SUP1036,Services Supplier 9 (NIG),2025-08-21,2025-11-07,2025-11-02,73,78,-5,0
PO101258,SUP1036,Services Supplier 9 (NIG),2025-08-22,2025-09-03,2025-09-03,12,12,0,0
PO101575,SUP1036,Services Supplier 9 (NIG),2025-09-11,2025-09-26,2025-10-21,40,15,25,1
PO100912,SUP1036,Services Supplier 9 (NIG),2025-09-22,2025-11-22,2025-11-22,61,61,0,0
PO101003,SUP1036,Services Supplier 9 (NIG),2025-09-29,2025-10-19,2025-10-22,23,20,3,1
PO101031,SUP1036,Services Supplier 9 (NIG),2025-10-01,2025-11-08,2025-11-15,45,38,7,1
PO100103,SUP1036,Services Supplier 9 (NIG),2025-10-10,2025-12-30,2026-01-14,96,81,15,1
PO100837,SUP1036,Services Supplier 9 (NIG),2025-10-15,2025-12-21,2025-12-20,66,67,-1,0
PO101060,SUP1036,Services Supplier 9 (NIG),2025-10-17,2025-12-21,2026-01-18,93,65,28,1
PO101921,SUP1036,Services Supplier 9 (NIG),2025-10-23,2025-11-04,2025-11-04,12,12,0,0
PO102400,SUP1036,Services Supplier 9 (NIG),2025-11-05,2025-12-13,2025-12-16,41,38,3,1
PO101227,SUP1036,Services Supplier 9 (NIG),2025-11-08,2025-11-20,2025-12-19,41,12,29,1
PO102408,SUP1036,Services Supplier 9 (NIG),2025-12-06,2026-01-01,2026-01-23,48,26,22,1
PO101910,SUP1036,Services Supplier 9 (NIG),2025-12-18,2026-01-25,2026-01-25,38,38,0,0
PO101327,SUP1037,Services Supplier 10 (NIG),2024-03-02,2024-03-14,2024-03-18,16,12,4,1
PO100950,SUP1037,Services Supplier 10 (NIG),2024-04-08,2024-05-16,2024-06-13,66,38,28,1
PO102055,SUP1037,Services Supplier 10 (NIG),2024-04-09,2024-04-29,2024-05-16,37,20,17,1
PO102431,SUP1037,Services Supplier 10 (NIG),2024-04-19,2024-05-01,2024-05-31,42,12,30,1
PO102004,SUP1037,Services Supplier 10 (NIG),2024-04-22,2024-05-21,2024-06-14,53,29,24,1
PO102227,SUP1037,Services Supplier 10 (NIG),2024-05-19,2024-07-23,2024-07-20,62,65,-3,0
PO100907,SUP1037,Services Supplier 10 (NIG),2024-06-06,2024-08-06,2024-09-03,89,61,28,1
PO101824,SUP1037,Services Supplier 10 (NIG),2024-06-06,2024-07-14,2024-08-09,64,38,26,1
PO101367,SUP1037,Services Supplier 10 (NIG),2024-06-10,2024-08-10,2024-09-07,89,61,28,1
PO100038,SUP1037,Services Supplier 10 (NIG),2024-06-25,2024-09-14,2024-10-12,109,81,28,1
PO101704,SUP1037,Services Supplier 10 (NIG),2024-07-05,2024-08-03,2024-08-10,36,29,7,1
PO102184,SUP1037,Services Supplier 10 (NIG),2024-07-20,2024-09-23,2024-09-23,65,65,0,0
PO101439,SUP1037,Services Supplier 10 (NIG),2024-07-24,2024-09-23,2024-09-23,61,61,0,0
PO100264,SUP1037,Services Supplier 10 (NIG),2024-07-29,2024-08-10,2024-08-10,12,12,0,0
PO100713,SUP1037,Services Supplier 10 (NIG),2024-08-07,2024-10-11,2024-11-01,86,65,21,1
PO101364,SUP1037,Services Supplier 10 (NIG),2024-08-15,2024-08-27,2024-08-27,12,12,0,0
PO101707,SUP1037,Services Supplier 10 (NIG),2024-08-30,2024-11-16,2024-12-12,104,78,26,1
PO102020,SUP1037,Services Supplier 10 (NIG),2024-09-03,2024-10-22,2024-11-18,76,49,27,1
PO101025,SUP1037,Services Supplier 10 (NIG),2024-09-16,2024-10-22,2024-11-17,62,36,26,1
PO100880,SUP1037,Services Supplier 10 (NIG),2024-10-09,2024-11-16,2024-11-11,33,38,-5,0
PO102151,SUP1037,Services Supplier 10 (NIG),2024-10-18,2024-11-25,2024-11-25,38,38,0,0
PO100055,SUP1037,Services Supplier 10 (NIG),2024-10-21,2024-11-16,2024-12-05,45,26,19,1
PO101998,SUP1037,Services Supplier 10 (NIG),2024-10-27,2024-11-22,2024-12-04,38,26,12,1
PO100442,SUP1037,Services Supplier 10 (NIG),2024-11-07,2024-11-27,2024-12-07,30,20,10,1
PO100013,SUP1037,Services Supplier 10 (NIG),2024-12-02,2024-12-31,2024-12-31,29,29,0,0
PO100326,SUP1037,Services Supplier 10 (NIG),2024-12-03,2025-02-22,2025-03-14,101,81,20,1
PO101201,SUP1037,Services Supplier 10 (NIG),2024-12-06,2025-02-05,2025-02-15,71,61,10,1
PO102102,SUP1037,Services Supplier 10 (NIG),2024-12-09,2025-01-07,2025-01-29,51,29,22,1
PO100084,SUP1037,Services Supplier 10 (NIG),2024-12-22,2025-03-10,2025-03-10,78,78,0,0
PO100605,SUP1037,Services Supplier 10 (NIG),2024-12-31,2025-02-07,2025-02-07,38,38,0,0
PO101460,SUP1037,Services Supplier 10 (NIG),2025-01-16,2025-04-07,2025-05-03,107,81,26,1
PO101328,SUP1037,Services Supplier 10 (NIG),2025-01-24,2025-02-24,2025-03-13,48,31,17,1
PO100058,SUP1037,Services Supplier 10 (NIG),2025-01-26,2025-02-26,2025-03-24,57,31,26,1
PO100373,SUP1037,Services Supplier 10 (NIG),2025-01-29,2025-02-24,2025-02-26,28,26,2,1
PO100787,SUP1037,Services Supplier 10 (NIG),2025-02-04,2025-03-05,2025-03-08,32,29,3,1
PO100920,SUP1037,Services Supplier 10 (NIG),2025-02-15,2025-03-25,2025-04-07,51,38,13,1
PO101158,SUP1037,Services Supplier 10 (NIG),2025-03-11,2025-04-06,2025-04-10,30,26,4,1
PO101296,SUP1037,Services Supplier 10 (NIG),2025-03-18,2025-05-06,2025-05-12,55,49,6,1
PO100599,SUP1037,Services Supplier 10 (NIG),2025-03-22,2025-04-06,2025-04-06,15,15,0,0
PO100760,SUP1037,Services Supplier 10 (NIG),2025-03-30,2025-04-11,2025-04-29,30,12,18,1
PO102132,SUP1037,Services Supplier 10 (NIG),2025-03-30,2025-06-19,2025-07-06,98,81,17,1
PO100958,SUP1037,Services Supplier 10 (NIG),2025-04-04,2025-06-04,2025-06-04,61,61,0,0
PO102023,SUP1037,Services Supplier 10 (NIG),2025-04-12,2025-06-12,2025-06-15,64,61,3,1
PO100341,SUP1037,Services Supplier 10 (NIG),2025-04-14,2025-05-10,2025-05-17,33,26,7,1
PO101676,SUP1037,Services Supplier 10 (NIG),2025-04-14,2025-05-15,2025-05-27,43,31,12,1
PO100642,SUP1037,Services Supplier 10 (NIG),2025-04-30,2025-07-04,2025-07-04,65,65,0,0
PO100884,SUP1037,Services Supplier 10 (NIG),2025-05-02,2025-06-09,2025-07-04,63,38,25,1
PO101585,SUP1037,Services Supplier 10 (NIG),2025-05-14,2025-05-29,2025-06-24,41,15,26,1
PO100254,SUP1037,Services Supplier 10 (NIG),2025-06-04,2025-07-23,2025-07-23,49,49,0,0
PO101428,SUP1037,Services Supplier 10 (NIG),2025-06-09,2025-07-28,2025-08-17,69,49,20,1
PO102420,SUP1037,Services Supplier 10 (NIG),2025-06-20,2025-07-19,2025-07-18,28,29,-1,0
PO101311,SUP1037,Services Supplier 10 (NIG),2025-06-24,2025-07-09,2025-07-09,15,15,0,0
PO101531,SUP1037,Services Supplier 10 (NIG),2025-06-28,2025-08-16,2025-09-14,78,49,29,1
PO100507,SUP1037,Services Supplier 10 (NIG),2025-07-08,2025-08-06,2025-09-03,57,29,28,1
PO101703,SUP1037,Services Supplier 10 (NIG),2025-07-13,2025-08-13,2025-08-10,28,31,-3,0
PO100452,SUP1037,Services Supplier 10 (NIG),2025-07-19,2025-08-03,2025-08-21,33,15,18,1
PO100010,SUP1037,Services Supplier 10 (NIG),2025-08-08,2025-10-12,2025-10-14,67,65,2,1
PO101135,SUP1037,Services Supplier 10 (NIG),2025-08-25,2025-09-23,2025-09-23,29,29,0,0
PO100269,SUP1037,Services Supplier 10 (NIG),2025-09-29,2025-11-29,2025-11-29,61,61,0,0
PO102446,SUP1037,Services Supplier 10 (NIG),2025-09-29,2025-10-28,2025-10-28,29,29,0,0
PO101044,SUP1037,Services Supplier 10 (NIG),2025-10-02,2025-11-09,2025-11-29,58,38,20,1
PO102295,SUP1037,Services Supplier 10 (NIG),2025-10-08,2025-11-08,2025-12-01,54,31,23,1
PO101552,SUP1037,Services Supplier 10 (NIG),2025-10-31,2025-12-19,2025-12-19,49,49,0,0
PO100314,SUP1037,Services Supplier 10 (NIG),2025-11-07,2026-01-24,2026-01-31,85,78,7,1
PO102253,SUP1037,Services Supplier 10 (NIG),2025-11-13,2025-12-19,2026-01-16,64,36,28,1
PO102162,SUP1037,Services Supplier 10 (NIG),2025-11-20,2025-12-16,2025-12-16,26,26,0,0
PO100124,SUP1037,Services Supplier 10 (NIG),2025-11-23,2025-12-31,2026-01-29,67,38,29,1
PO100073,SUP1037,Services Supplier 10 (NIG),2025-12-06,2026-02-22,2026-02-24,80,78,2,1
PO101119,SUP1037,Services Supplier 10 (NIG),2025-12-16,2026-02-15,2026-02-21,67,61,6,1
PO100933,SUP1037,Services Supplier 10 (NIG),2025-12-30,2026-01-14,2026-02-11,43,15,28,1
PO101959,SUP1038,Services Supplier 11 (CHI),2024-02-27,2024-04-28,2024-05-14,77,61,16,1
PO101096,SUP1038,Services Supplier 11 (CHI),2024-03-04,2024-04-09,2024-04-09,36,36,0,0
PO101412,SUP1038,Services Supplier 11 (CHI),2024-03-06,2024-03-18,2024-04-13,38,12,26,1
PO102419,SUP1038,Services Supplier 11 (CHI),2024-03-22,2024-04-22,2024-04-22,31,31,0,0
PO101989,SUP1038,Services Supplier 11 (CHI),2024-04-02,2024-05-01,2024-05-08,36,29,7,1
PO100506,SUP1038,Services Supplier 11 (CHI),2024-04-15,2024-04-27,2024-04-30,15,12,3,1
PO100071,SUP1038,Services Supplier 11 (CHI),2024-05-27,2024-07-04,2024-07-15,49,38,11,1
PO102033,SUP1038,Services Supplier 11 (CHI),2024-05-28,2024-06-17,2024-07-13,46,20,26,1
PO101067,SUP1038,Services Supplier 11 (CHI),2024-06-01,2024-06-13,2024-06-13,12,12,0,0
PO101695,SUP1038,Services Supplier 11 (CHI),2024-06-01,2024-07-07,2024-08-04,64,36,28,1
PO101257,SUP1038,Services Supplier 11 (CHI),2024-06-22,2024-07-07,2024-08-05,44,15,29,1
PO100959,SUP1038,Services Supplier 11 (CHI),2024-06-25,2024-07-31,2024-08-15,51,36,15,1
PO101331,SUP1038,Services Supplier 11 (CHI),2024-07-14,2024-09-13,2024-09-21,69,61,8,1
PO100242,SUP1038,Services Supplier 11 (CHI),2024-07-15,2024-08-13,2024-08-19,35,29,6,1
PO101849,SUP1038,Services Supplier 11 (CHI),2024-07-28,2024-08-23,2024-09-17,51,26,25,1
PO102265,SUP1038,Services Supplier 11 (CHI),2024-08-13,2024-08-28,2024-08-26,13,15,-2,0
PO101663,SUP1038,Services Supplier 11 (CHI),2024-08-19,2024-09-03,2024-08-30,11,15,-4,0
PO101377,SUP1038,Services Supplier 11 (CHI),2024-08-25,2024-09-30,2024-09-30,36,36,0,0
PO102180,SUP1038,Services Supplier 11 (CHI),2024-08-29,2024-09-10,2024-09-29,31,12,19,1
PO100786,SUP1038,Services Supplier 11 (CHI),2024-08-30,2024-11-03,2024-11-24,86,65,21,1
PO101224,SUP1038,Services Supplier 11 (CHI),2024-09-07,2024-11-11,2024-11-11,65,65,0,0
PO100185,SUP1038,Services Supplier 11 (CHI),2024-09-22,2024-10-18,2024-10-18,26,26,0,0
PO102499,SUP1038,Services Supplier 11 (CHI),2024-09-29,2024-11-06,2024-11-04,36,38,-2,0
PO101814,SUP1038,Services Supplier 11 (CHI),2024-10-16,2025-01-05,2025-02-04,111,81,30,1
PO100014,SUP1038,Services Supplier 11 (CHI),2024-10-18,2024-11-25,2024-12-11,54,38,16,1
PO101914,SUP1038,Services Supplier 11 (CHI),2024-10-21,2024-11-26,2024-12-21,61,36,25,1
PO101783,SUP1038,Services Supplier 11 (CHI),2024-11-01,2024-12-07,2024-12-24,53,36,17,1
PO100602,SUP1038,Services Supplier 11 (CHI),2024-11-07,2025-01-11,2025-01-08,62,65,-3,0
PO101857,SUP1038,Services Supplier 11 (CHI),2024-11-15,2024-12-23,2024-12-22,37,38,-1,0
PO101226,SUP1038,Services Supplier 11 (CHI),2024-12-02,2025-02-05,2025-02-05,65,65,0,0
PO100041,SUP1038,Services Supplier 11 (CHI),2024-12-10,2025-01-15,2025-01-22,43,36,7,1
PO100530,SUP1038,Services Supplier 11 (CHI),2024-12-13,2025-01-02,2025-01-02,20,20,0,0
PO101265,SUP1038,Services Supplier 11 (CHI),2024-12-30,2025-03-21,2025-03-21,81,81,0,0
PO100317,SUP1038,Services Supplier 11 (CHI),2025-01-05,2025-02-12,2025-02-12,38,38,0,0
PO100856,SUP1038,Services Supplier 11 (CHI),2025-01-07,2025-03-15,2025-03-29,81,67,14,1
PO101061,SUP1038,Services Supplier 11 (CHI),2025-01-20,2025-03-22,2025-03-22,61,61,0,0
PO101090,SUP1038,Services Supplier 11 (CHI),2025-02-02,2025-03-12,2025-03-12,38,38,0,0
PO100483,SUP1038,Services Supplier 11 (CHI),2025-02-14,2025-02-26,2025-03-01,15,12,3,1
PO102018,SUP1038,Services Supplier 11 (CHI),2025-03-03,2025-04-21,2025-05-08,66,49,17,1
PO100155,SUP1038,Services Supplier 11 (CHI),2025-04-02,2025-04-28,2025-04-28,26,26,0,0
PO102289,SUP1038,Services Supplier 11 (CHI),2025-04-03,2025-05-09,2025-05-23,50,36,14,1
PO100144,SUP1038,Services Supplier 11 (CHI),2025-04-07,2025-06-07,2025-06-10,64,61,3,1
PO102111,SUP1038,Services Supplier 11 (CHI),2025-04-07,2025-06-27,2025-07-06,90,81,9,1
PO100292,SUP1038,Services Supplier 11 (CHI),2025-04-14,2025-05-10,2025-05-13,29,26,3,1
PO102365,SUP1038,Services Supplier 11 (CHI),2025-04-21,2025-05-27,2025-06-19,59,36,23,1
PO102231,SUP1038,Services Supplier 11 (CHI),2025-04-22,2025-06-26,2025-07-07,76,65,11,1
PO100365,SUP1038,Services Supplier 11 (CHI),2025-04-26,2025-06-30,2025-07-17,82,65,17,1
PO100815,SUP1038,Services Supplier 11 (CHI),2025-04-30,2025-06-07,2025-06-07,38,38,0,0
PO102042,SUP1038,Services Supplier 11 (CHI),2025-04-30,2025-05-29,2025-06-24,55,29,26,1
PO101251,SUP1038,Services Supplier 11 (CHI),2025-05-04,2025-06-22,2025-06-18,45,49,-4,0
PO102241,SUP1038,Services Supplier 11 (CHI),2025-05-09,2025-07-15,2025-07-26,78,67,11,1
PO101558,SUP1038,Services Supplier 11 (CHI),2025-05-26,2025-07-03,2025-07-03,38,38,0,0
PO101687,SUP1038,Services Supplier 11 (CHI),2025-06-20,2025-07-10,2025-07-10,20,20,0,0
PO101189,SUP1038,Services Supplier 11 (CHI),2025-07-04,2025-09-23,2025-09-23,81,81,0,0
PO102066,SUP1038,Services Supplier 11 (CHI),2025-07-07,2025-08-14,2025-08-14,38,38,0,0
PO100205,SUP1038,Services Supplier 11 (CHI),2025-07-11,2025-09-27,2025-09-27,78,78,0,0
PO101365,SUP1038,Services Supplier 11 (CHI),2025-07-15,2025-07-30,2025-08-11,27,15,12,1
PO100297,SUP1038,Services Supplier 11 (CHI),2025-07-19,2025-09-06,2025-09-06,49,49,0,0
PO101295,SUP1038,Services Supplier 11 (CHI),2025-08-07,2025-09-14,2025-09-18,42,38,4,1
PO100235,SUP1038,Services Supplier 11 (CHI),2025-08-11,2025-08-23,2025-09-07,27,12,15,1
PO100190,SUP1038,Services Supplier 11 (CHI),2025-08-28,2025-09-26,2025-09-22,25,29,-4,0
PO102076,SUP1038,Services Supplier 11 (CHI),2025-09-06,2025-10-14,2025-11-09,64,38,26,1
PO101276,SUP1038,Services Supplier 11 (CHI),2025-09-10,2025-10-16,2025-10-31,51,36,15,1
PO100577,SUP1038,Services Supplier 11 (CHI),2025-09-15,2025-10-21,2025-10-21,36,36,0,0
PO100681,SUP1038,Services Supplier 11 (CHI),2025-10-26,2025-12-01,2025-12-13,48,36,12,1
PO100114,SUP1038,Services Supplier 11 (CHI),2025-10-28,2025-11-23,2025-11-28,31,26,5,1
PO100159,SUP1038,Services Supplier 11 (CHI),2025-11-02,2025-12-10,2026-01-04,63,38,25,1
PO101305,SUP1038,Services Supplier 11 (CHI),2025-11-15,2026-02-01,2026-02-01,78,78,0,0
PO101779,SUP1038,Services Supplier 11 (CHI),2025-11-20,2025-12-02,2025-12-11,21,12,9,1
PO100257,SUP1038,Services Supplier 11 (CHI),2025-11-27,2025-12-26,2025-12-21,24,29,-5,0
PO101279,SUP1038,Services Supplier 11 (CHI),2025-12-24,2026-01-24,2026-01-27,34,31,3,1
PO100916,SUP1038,Services Supplier 11 (CHI),2026-01-21,2026-02-21,2026-02-18,28,31,-3,0
PO101932,SUP1039,Services Supplier 12 (IND),2024-03-29,2024-05-06,2024-05-01,33,38,-5,0
PO100557,SUP1039,Services Supplier 12 (IND),2024-04-02,2024-04-22,2024-04-22,20,20,0,0
PO101262,SUP1039,Services Supplier 12 (IND),2024-04-02,2024-06-08,2024-06-08,67,67,0,0
PO101950,SUP1039,Services Supplier 12 (IND),2024-04-09,2024-06-29,2024-07-23,105,81,24,1
PO102284,SUP1039,Services Supplier 12 (IND),2024-04-11,2024-06-11,2024-06-11,61,61,0,0
PO102369,SUP1039,Services Supplier 12 (IND),2024-04-12,2024-07-02,2024-07-02,81,81,0,0
PO102447,SUP1039,Services Supplier 12 (IND),2024-04-15,2024-06-21,2024-07-17,93,67,26,1
PO100104,SUP1039,Services Supplier 12 (IND),2024-05-04,2024-05-16,2024-06-02,29,12,17,1
PO101538,SUP1039,Services Supplier 12 (IND),2024-05-28,2024-08-17,2024-08-17,81,81,0,0
PO100564,SUP1039,Services Supplier 12 (IND),2024-05-30,2024-06-11,2024-07-05,36,12,24,1
PO100456,SUP1039,Services Supplier 12 (IND),2024-06-02,2024-08-02,2024-08-13,72,61,11,1
PO102262,SUP1039,Services Supplier 12 (IND),2024-06-11,2024-07-07,2024-07-05,24,26,-2,0
PO101961,SUP1039,Services Supplier 12 (IND),2024-06-12,2024-08-29,2024-09-02,82,78,4,1
PO100366,SUP1039,Services Supplier 12 (IND),2024-06-19,2024-09-05,2024-10-03,106,78,28,1
PO101840,SUP1039,Services Supplier 12 (IND),2024-06-20,2024-09-06,2024-09-11,83,78,5,1
PO101725,SUP1039,Services Supplier 12 (IND),2024-06-23,2024-07-05,2024-07-05,12,12,0,0
PO102081,SUP1039,Services Supplier 12 (IND),2024-06-26,2024-07-25,2024-08-24,59,29,30,1
PO101333,SUP1039,Services Supplier 12 (IND),2024-06-27,2024-09-13,2024-09-20,85,78,7,1
PO100052,SUP1039,Services Supplier 12 (IND),2024-07-22,2024-08-27,2024-08-26,35,36,-1,0
PO101505,SUP1039,Services Supplier 12 (IND),2024-07-25,2024-08-23,2024-09-03,40,29,11,1
PO100075,SUP1039,Services Supplier 12 (IND),2024-08-01,2024-10-07,2024-10-19,79,67,12,1
PO102297,SUP1039,Services Supplier 12 (IND),2024-08-05,2024-09-03,2024-09-03,29,29,0,0
PO102385,SUP1039,Services Supplier 12 (IND),2024-08-12,2024-10-29,2024-10-29,78,78,0,0
PO100311,SUP1039,Services Supplier 12 (IND),2024-08-13,2024-10-13,2024-11-07,86,61,25,1
PO100246,SUP1039,Services Supplier 12 (IND),2024-08-15,2024-08-27,2024-08-29,14,12,2,1
PO100222,SUP1039,Services Supplier 12 (IND),2024-08-16,2024-11-05,2024-11-04,80,81,-1,0
PO100963,SUP1039,Services Supplier 12 (IND),2024-09-15,2024-10-11,2024-10-17,32,26,6,1
PO100547,SUP1039,Services Supplier 12 (IND),2024-09-24,2024-10-20,2024-10-28,34,26,8,1
PO100970,SUP1039,Services Supplier 12 (IND),2024-09-27,2024-11-27,2024-11-29,63,61,2,1
PO101645,SUP1039,Services Supplier 12 (IND),2024-10-07,2024-11-02,2024-11-21,45,26,19,1
PO102228,SUP1039,Services Supplier 12 (IND),2024-11-06,2024-12-14,2024-12-14,38,38,0,0
PO100638,SUP1039,Services Supplier 12 (IND),2024-11-24,2025-02-13,2025-03-12,108,81,27,1
PO101723,SUP1039,Services Supplier 12 (IND),2024-11-24,2024-12-14,2025-01-10,47,20,27,1
PO102285,SUP1039,Services Supplier 12 (IND),2024-12-07,2024-12-19,2025-01-11,35,12,23,1
PO100947,SUP1039,Services Supplier 12 (IND),2024-12-13,2025-01-20,2025-02-16,65,38,27,1
PO100234,SUP1039,Services Supplier 12 (IND),2024-12-23,2025-02-28,2025-03-04,71,67,4,1
PO101990,SUP1039,Services Supplier 12 (IND),2024-12-30,2025-01-14,2025-01-14,15,15,0,0
PO100941,SUP1039,Services Supplier 12 (IND),2025-01-03,2025-01-15,2025-02-14,42,12,30,1
PO102091,SUP1039,Services Supplier 12 (IND),2025-01-14,2025-02-21,2025-03-08,53,38,15,1
PO101847,SUP1039,Services Supplier 12 (IND),2025-01-17,2025-02-24,2025-03-15,57,38,19,1
PO100458,SUP1039,Services Supplier 12 (IND),2025-01-22,2025-02-20,2025-03-05,42,29,13,1
PO102440,SUP1039,Services Supplier 12 (IND),2025-01-24,2025-02-24,2025-02-24,31,31,0,0
PO101004,SUP1039,Services Supplier 12 (IND),2025-02-04,2025-03-02,2025-03-02,26,26,0,0
PO101774,SUP1039,Services Supplier 12 (IND),2025-02-06,2025-03-04,2025-03-17,39,26,13,1
PO102175,SUP1039,Services Supplier 12 (IND),2025-02-10,2025-02-22,2025-02-22,12,12,0,0
PO101263,SUP1039,Services Supplier 12 (IND),2025-02-12,2025-02-24,2025-03-24,40,12,28,1
PO101024,SUP1039,Services Supplier 12 (IND),2025-02-16,2025-04-06,2025-04-06,49,49,0,0
